Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.035721083	Inf	Inf	Inf	Inf	0.035676084	Inf	0.033713209	Inf	Inf	Inf	0.303295584	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.065310917	Inf	Inf	Inf	Inf	0.063009791	Inf	0.30488716800000004	Inf	Inf	Inf	0.199960126	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.037859541999999996	Inf	Inf	Inf	Inf	0.174741083	Inf	0.21797791599999997	Inf	Inf	Inf	0.121835	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.04912224899999999	Inf	Inf	Inf	Inf	0.062347957999999995	Inf	0.066682375	Inf	Inf	Inf	0.06695925	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.015371832999999998	Inf	Inf	Inf	Inf	0.023555709	Inf	0.030002584	Inf	Inf	Inf	0.034657375	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
0.015355708	Inf	Inf	Inf	Inf	0.014927874	Inf	0.016836708	Inf	Inf	Inf	0.023479708	Inf
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
