1.458e-6	1.5419999999999998e-6	1.499e-6	1.5410000000000002e-6	1.501e-6	1.499e-6	1.5429999999999999e-6	1.499e-6	1.417e-6	6.2499999999999995e-6	9.374e-6	6.375e-6	6.5000000000000004e-6
1.416e-6	1.501e-6	1.5e-6	1.5419999999999998e-6	1.5419999999999998e-6	1.5e-6	1.542e-6	1.417e-6	6.708e-6	6.625e-6	8.834e-6	6.209e-6	8.541e-6
1.459e-6	1.5410000000000002e-6	1.5410000000000002e-6	1.458e-6	1.5419999999999998e-6	1.626e-6	1.5410000000000002e-6	1.75e-6	8.208e-6	6.75e-6	8.459e-6	6.708e-6	7.917e-6
1.709e-6	1.458e-6	1.5e-6	1.4579999999999998e-6	1.5e-6	1.417e-6	1.5410000000000002e-6	7.083e-6	7.333e-6	7.333000000000001e-6	8.499000000000001e-6	7.25e-6	6.416e-6
1.5410000000000002e-6	1.5419999999999998e-6	1.5e-6	1.584e-6	1.5410000000000002e-6	1.5e-6	1.625e-6	7.667e-6	8.918e-6	7.876e-6	8.709e-6	8.084e-6	6.375e-6
1.541e-6	1.5e-6	1.416e-6	1.5410000000000002e-6	1.458e-6	1.459e-6	6.417e-6	1.0333000000000001e-5	8.874999999999999e-6	7.834e-6	9.458999999999999e-6	6.708e-6	6.791e-6
1.416e-6	1.417e-6	1.4579999999999998e-6	1.584e-6	1.5e-6	1.4579999999999998e-6	6.541e-6	1.1126000000000002e-5	9.543e-6	8.582999999999999e-6	6.874999999999999e-6	5.9990000000000005e-6	6.666e-6
1.5e-6	1.5e-6	1.5e-6	1.6250000000000001e-6	1.4579999999999998e-6	6.041999999999999e-6	8.834e-6	1.1791e-5	7.291e-6	5.4159999999999995e-6	8.083e-6	6.709e-6	6.666e-6
1.708e-6	1.5e-6	1.4579999999999998e-6	1.5e-6	1.8749999999999998e-6	1.1333e-5	1.0875e-5	6.251e-6	6.874999999999999e-6	1.0124999999999999e-5	9.291e-6	7.499999999999999e-6	7.916e-6
1.5410000000000002e-6	1.5e-6	1.4579999999999998e-6	1.5410000000000002e-6	6.125e-6	5.542999999999999e-6	7.042e-6	1.5958e-5	1.3167000000000001e-5	1.1292e-5	9.041999999999999e-6	6.083e-6	6.999999999999999e-6
1.4579999999999998e-6	1.459e-6	4.792e-6	1.2584e-5	1.6333e-5	1.4917e-5	1.3417e-5	1.4875e-5	1.2334e-5	1.2125e-5	1.0708e-5	9.625e-6	7.75e-6
3.041e-6	3.125e-6	3.583e-6	1.4083e-5	1.6542e-5	1.3916999999999999e-5	1.1166e-5	1.3166e-5	1.4708999999999998e-5	1.4707999999999999e-5	1.1459e-5	1.025e-5	8.335e-6
